constellation,number_of_satellites,total_area_earth_km_sq,coverage_area_per_sat_sqkm,altitude_km,dl_frequency_Hz,dl_bandwidth_Hz,speed_of_light,antenna_diameter_m,antenna_efficiency,power_dBw,receiver_gain_dB,earth_atmospheric_losses_dB,all_other_losses_dB,number_of_channels,polarization,subscriber_scenario,subscribers
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,10,0.53,8,2,high,3500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,low,1500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,26,13,0.53,8,2,high,3500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,low,1500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,7,0.53,8,2,high,3500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,low,1500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,10,0.53,8,2,high,3500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,low,1500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,31,13,0.53,8,2,high,3500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,low,1500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,7,0.53,8,2,high,3500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,low,1500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,10,0.53,8,2,high,3500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,low,1500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,baseline,2500000
Kuiper,3236,510000000,157601.9778,610,17700000000,250000000,300000000,0.9,0.6,30,36,13,0.53,8,2,high,3500000
