,elevation,flight,iteration,band,accuracy,image_processing,grouped_band
784,50,pre-sunset,5,RGB-LWIR,0.671,No,RGB-LWIR
785,100,pre-sunset,5,RGB-LWIR,0.949,No,RGB-LWIR
786,150,pre-sunset,5,RGB-LWIR,0.684,No,RGB-LWIR
787,200,pre-sunset,5,RGB-LWIR,0.749,No,RGB-LWIR
788,250,pre-sunset,5,RGB-LWIR,0.535,No,RGB-LWIR
789,300,pre-sunset,5,RGB-LWIR,0.507,No,RGB-LWIR
790,350,pre-sunset,5,RGB-LWIR,0.402,No,RGB-LWIR
791,400,pre-sunset,5,RGB-LWIR,0.293,No,RGB-LWIR
792,50,post-sunset,5,RGB-LWIR,0.838,No,RGB-LWIR
793,100,post-sunset,5,RGB-LWIR,1.0,No,RGB-LWIR
794,150,post-sunset,5,RGB-LWIR,0.538,No,RGB-LWIR
795,200,post-sunset,5,RGB-LWIR,0.487,No,RGB-LWIR
796,250,post-sunset,5,RGB-LWIR,0.405,No,RGB-LWIR
797,300,post-sunset,5,RGB-LWIR,0.352,No,RGB-LWIR
798,350,post-sunset,5,RGB-LWIR,0.538,No,RGB-LWIR
799,400,post-sunset,5,RGB-LWIR,0.12,No,RGB-LWIR
800,50,pre-sunrise,1,RGB,0.0,No,RGB
801,100,pre-sunrise,1,RGB,0.669,No,RGB
802,150,pre-sunrise,1,RGB,0.505,No,RGB
803,200,pre-sunrise,1,RGB,0.434,No,RGB
804,250,pre-sunrise,1,RGB,0.0,No,RGB
805,300,pre-sunrise,1,RGB,0.101,No,RGB
806,350,pre-sunrise,1,RGB,0.172,No,RGB
807,400,pre-sunrise,1,RGB,0.0,No,RGB
808,50,post-sunrise,1,RGB,0.999,No,RGB
809,100,post-sunrise,1,RGB,1.0,No,RGB
810,150,post-sunrise,1,RGB,0.997,No,RGB
811,200,post-sunrise,1,RGB,0.993,No,RGB
812,250,post-sunrise,1,RGB,0.842,No,RGB
813,300,post-sunrise,1,RGB,0.362,No,RGB
814,350,post-sunrise,1,RGB,0.291,No,RGB
815,400,post-sunrise,1,RGB,0.234,No,RGB
816,50,noon,1,RGB,0.732,No,RGB
817,100,noon,1,RGB,0.819,No,RGB
818,150,noon,1,RGB,0.924,No,RGB
819,200,noon,1,RGB,0.96,No,RGB
820,250,noon,1,RGB,0.75,No,RGB
821,300,noon,1,RGB,0.67,No,RGB
822,350,noon,1,RGB,0.636,No,RGB
823,400,noon,1,RGB,0.474,No,RGB
824,50,pre-sunset,1,RGB,0.783,No,RGB
825,100,pre-sunset,1,RGB,0.862,No,RGB
826,150,pre-sunset,1,RGB,1.0,No,RGB
827,200,pre-sunset,1,RGB,0.857,No,RGB
828,250,pre-sunset,1,RGB,0.62,No,RGB
829,300,pre-sunset,1,RGB,0.79,No,RGB
830,350,pre-sunset,1,RGB,0.686,No,RGB
831,400,pre-sunset,1,RGB,0.401,No,RGB
832,50,post-sunset,1,RGB,0.505,No,RGB
833,100,post-sunset,1,RGB,0.863,No,RGB
834,150,post-sunset,1,RGB,0.449,No,RGB
835,200,post-sunset,1,RGB,0.128,No,RGB
836,250,post-sunset,1,RGB,0.443,No,RGB
837,300,post-sunset,1,RGB,0.102,No,RGB
838,350,post-sunset,1,RGB,0.164,No,RGB
839,400,post-sunset,1,RGB,0.014,No,RGB
840,50,pre-sunrise,2,RGB,0.505,No,RGB
841,100,pre-sunrise,2,RGB,1.0,No,RGB
842,150,pre-sunrise,2,RGB,1.0,No,RGB
843,200,pre-sunrise,2,RGB,0.434,No,RGB
844,250,pre-sunrise,2,RGB,0.0,No,RGB
845,300,pre-sunrise,2,RGB,0.805,No,RGB
846,350,pre-sunrise,2,RGB,0.095,No,RGB
847,400,pre-sunrise,2,RGB,0.0,No,RGB
848,50,post-sunrise,2,RGB,1.0,No,RGB
849,100,post-sunrise,2,RGB,0.998,No,RGB
850,150,post-sunrise,2,RGB,0.998,No,RGB
851,200,post-sunrise,2,RGB,0.959,No,RGB
852,250,post-sunrise,2,RGB,1.0,No,RGB
853,300,post-sunrise,2,RGB,0.672,No,RGB
854,350,post-sunrise,2,RGB,0.405,No,RGB
855,400,post-sunrise,2,RGB,0.561,No,RGB
856,50,noon,2,RGB,0.823,No,RGB
857,100,noon,2,RGB,1.0,No,RGB
858,150,noon,2,RGB,1.0,No,RGB
859,200,noon,2,RGB,0.826,No,RGB
860,250,noon,2,RGB,0.869,No,RGB
861,300,noon,2,RGB,0.631,No,RGB
862,350,noon,2,RGB,0.757,No,RGB
863,400,noon,2,RGB,0.411,No,RGB
864,50,pre-sunset,2,RGB,0.689,No,RGB
865,100,pre-sunset,2,RGB,0.829,No,RGB
866,150,pre-sunset,2,RGB,0.999,No,RGB
867,200,pre-sunset,2,RGB,0.892,No,RGB
868,250,pre-sunset,2,RGB,0.747,No,RGB
869,300,pre-sunset,2,RGB,0.689,No,RGB
870,350,pre-sunset,2,RGB,0.559,No,RGB
871,400,pre-sunset,2,RGB,0.412,No,RGB
872,50,post-sunset,2,RGB,0.884,No,RGB
873,100,post-sunset,2,RGB,1.0,No,RGB
874,150,post-sunset,2,RGB,0.999,No,RGB
875,200,post-sunset,2,RGB,0.424,No,RGB
876,250,post-sunset,2,RGB,0.338,No,RGB
877,300,post-sunset,2,RGB,0.219,No,RGB
878,350,post-sunset,2,RGB,0.15,No,RGB
879,400,post-sunset,2,RGB,0.172,No,RGB
880,50,pre-sunrise,3,RGB,0.672,No,RGB
881,100,pre-sunrise,3,RGB,0.247,No,RGB
882,150,pre-sunrise,3,RGB,0.255,No,RGB
883,200,pre-sunrise,3,RGB,0.576,No,RGB
884,250,pre-sunrise,3,RGB,0.0,No,RGB
885,300,pre-sunrise,3,RGB,0.434,No,RGB
886,350,pre-sunrise,3,RGB,0.116,No,RGB
887,400,pre-sunrise,3,RGB,0.0,No,RGB
888,50,post-sunrise,3,RGB,0.998,No,RGB
889,100,post-sunrise,3,RGB,1.0,No,RGB
890,150,post-sunrise,3,RGB,0.999,No,RGB
891,200,post-sunrise,3,RGB,0.847,No,RGB
892,250,post-sunrise,3,RGB,0.661,No,RGB
893,300,post-sunrise,3,RGB,0.914,No,RGB
894,350,post-sunrise,3,RGB,0.315,No,RGB
895,400,post-sunrise,3,RGB,0.201,No,RGB
896,50,noon,3,RGB,0.46,No,RGB
897,100,noon,3,RGB,0.914,No,RGB
898,150,noon,3,RGB,0.908,No,RGB
899,200,noon,3,RGB,0.869,No,RGB
900,250,noon,3,RGB,0.869,No,RGB
901,300,noon,3,RGB,0.631,No,RGB
902,350,noon,3,RGB,0.468,No,RGB
903,400,noon,3,RGB,0.318,No,RGB
904,50,pre-sunset,3,RGB,0.769,No,RGB
905,100,pre-sunset,3,RGB,0.918,No,RGB
906,150,pre-sunset,3,RGB,0.853,No,RGB
907,200,pre-sunset,3,RGB,0.801,No,RGB
908,250,pre-sunset,3,RGB,0.731,No,RGB
909,300,pre-sunset,3,RGB,0.753,No,RGB
910,350,pre-sunset,3,RGB,0.468,No,RGB
911,400,pre-sunset,3,RGB,0.411,No,RGB
912,50,post-sunset,3,RGB,0.502,No,RGB
913,100,post-sunset,3,RGB,0.862,No,RGB
914,150,post-sunset,3,RGB,0.788,No,RGB
915,200,post-sunset,3,RGB,0.368,No,RGB
916,250,post-sunset,3,RGB,0.485,No,RGB
917,300,post-sunset,3,RGB,0.124,No,RGB
918,350,post-sunset,3,RGB,0.078,No,RGB
919,400,post-sunset,3,RGB,0.172,No,RGB
920,50,pre-sunrise,4,RGB,0.998,No,RGB
921,100,pre-sunrise,4,RGB,0.247,No,RGB
922,150,pre-sunrise,4,RGB,0.255,No,RGB
923,200,pre-sunrise,4,RGB,0.576,No,RGB
924,250,pre-sunrise,4,RGB,0.0,No,RGB
925,300,pre-sunrise,4,RGB,0.073,No,RGB
926,350,pre-sunrise,4,RGB,0.116,No,RGB
927,400,pre-sunrise,4,RGB,0.0,No,RGB
928,50,post-sunrise,4,RGB,1.0,No,RGB
929,100,post-sunrise,4,RGB,0.809,No,RGB
930,150,post-sunrise,4,RGB,0.999,No,RGB
931,200,post-sunrise,4,RGB,0.763,No,RGB
932,250,post-sunrise,4,RGB,1.0,No,RGB
933,300,post-sunrise,4,RGB,0.505,No,RGB
934,350,post-sunrise,4,RGB,0.672,No,RGB
935,400,post-sunrise,4,RGB,0.311,No,RGB
936,50,noon,4,RGB,0.543,No,RGB
937,100,noon,4,RGB,0.838,No,RGB
938,150,noon,4,RGB,0.608,No,RGB
939,200,noon,4,RGB,0.938,No,RGB
940,250,noon,4,RGB,0.728,No,RGB
941,300,noon,4,RGB,0.624,No,RGB
942,350,noon,4,RGB,0.283,No,RGB
943,400,noon,4,RGB,0.357,No,RGB
944,50,pre-sunset,4,RGB,1.0,No,RGB
945,100,pre-sunset,4,RGB,0.78,No,RGB
946,150,pre-sunset,4,RGB,0.959,No,RGB
947,200,pre-sunset,4,RGB,0.849,No,RGB
948,250,pre-sunset,4,RGB,0.731,No,RGB
949,300,pre-sunset,4,RGB,0.753,No,RGB
950,350,pre-sunset,4,RGB,0.494,No,RGB
951,400,pre-sunset,4,RGB,0.443,No,RGB
952,50,post-sunset,4,RGB,0.821,No,RGB
953,100,post-sunset,4,RGB,0.546,No,RGB
954,150,post-sunset,4,RGB,0.788,No,RGB
955,200,post-sunset,4,RGB,0.719,No,RGB
956,250,post-sunset,4,RGB,0.242,No,RGB
957,300,post-sunset,4,RGB,0.113,No,RGB
958,350,post-sunset,4,RGB,0.0,No,RGB
959,400,post-sunset,4,RGB,0.112,No,RGB
960,50,pre-sunrise,5,RGB,0.998,No,RGB
961,100,pre-sunrise,5,RGB,0.505,No,RGB
962,150,pre-sunrise,5,RGB,0.19,No,RGB
963,200,pre-sunrise,5,RGB,0.505,No,RGB
964,250,pre-sunrise,5,RGB,0.672,No,RGB
965,300,pre-sunrise,5,RGB,0.084,No,RGB
966,350,pre-sunrise,5,RGB,0.148,No,RGB
967,400,pre-sunrise,5,RGB,0.219,No,RGB
968,50,post-sunrise,5,RGB,0.6,No,RGB
969,100,post-sunrise,5,RGB,1.0,No,RGB
970,150,post-sunrise,5,RGB,1.0,No,RGB
971,200,post-sunrise,5,RGB,1.0,No,RGB
972,250,post-sunrise,5,RGB,0.738,No,RGB
973,300,post-sunrise,5,RGB,0.38,No,RGB
974,350,post-sunrise,5,RGB,0.203,No,RGB
975,400,post-sunrise,5,RGB,0.217,No,RGB
976,50,noon,5,RGB,0.774,No,RGB
977,100,noon,5,RGB,0.862,No,RGB
978,150,noon,5,RGB,0.919,No,RGB
979,200,noon,5,RGB,0.949,No,RGB
980,250,noon,5,RGB,0.703,No,RGB
981,300,noon,5,RGB,0.79,No,RGB
982,350,noon,5,RGB,0.627,No,RGB
983,400,noon,5,RGB,0.324,No,RGB
984,50,pre-sunset,5,RGB,0.705,No,RGB
985,100,pre-sunset,5,RGB,0.949,No,RGB
986,150,pre-sunset,5,RGB,0.999,No,RGB
987,200,pre-sunset,5,RGB,0.836,No,RGB
988,250,pre-sunset,5,RGB,0.654,No,RGB
989,300,pre-sunset,5,RGB,0.682,No,RGB
990,350,pre-sunset,5,RGB,0.582,No,RGB
991,400,pre-sunset,5,RGB,0.466,No,RGB
992,50,post-sunset,5,RGB,0.821,No,RGB
993,100,post-sunset,5,RGB,0.861,No,RGB
994,150,post-sunset,5,RGB,0.63,No,RGB
995,200,post-sunset,5,RGB,0.169,No,RGB
996,250,post-sunset,5,RGB,0.426,No,RGB
997,300,post-sunset,5,RGB,0.24,No,RGB
998,350,post-sunset,5,RGB,0.0,No,RGB
999,400,post-sunset,5,RGB,0.086,No,RGB
1000,50,pre-sunrise,1,LWIR,0.0,No,LWIR
1001,100,pre-sunrise,1,LWIR,1.0,No,LWIR
1002,150,pre-sunrise,1,LWIR,1.0,No,LWIR
1003,200,pre-sunrise,1,LWIR,0.279,No,LWIR
1004,250,pre-sunrise,1,LWIR,0.0,No,LWIR
1005,300,pre-sunrise,1,LWIR,0.0,No,LWIR
1006,350,pre-sunrise,1,LWIR,0.0,No,LWIR
1007,400,pre-sunrise,1,LWIR,0.0,No,LWIR
1008,50,post-sunrise,1,LWIR,0.672,No,LWIR
1009,100,post-sunrise,1,LWIR,0.0,No,LWIR
1010,150,post-sunrise,1,LWIR,0.058,No,LWIR
1011,200,post-sunrise,1,LWIR,0.4,No,LWIR
1012,250,post-sunrise,1,LWIR,0.0,No,LWIR
1013,300,post-sunrise,1,LWIR,0.0,No,LWIR
1014,350,post-sunrise,1,LWIR,0.0,No,LWIR
1015,400,post-sunrise,1,LWIR,0.0,No,LWIR
1016,50,noon,1,LWIR,0.444,No,LWIR
1017,100,noon,1,LWIR,0.704,No,LWIR
1018,150,noon,1,LWIR,0.728,No,LWIR
1019,200,noon,1,LWIR,0.809,No,LWIR
1020,250,noon,1,LWIR,0.338,No,LWIR
1021,300,noon,1,LWIR,0.161,No,LWIR
1022,350,noon,1,LWIR,0.311,No,LWIR
1023,400,noon,1,LWIR,0.11,No,LWIR
1024,50,pre-sunset,1,LWIR,0.755,No,LWIR
1025,100,pre-sunset,1,LWIR,0.88,No,LWIR
1026,150,pre-sunset,1,LWIR,0.773,No,LWIR
1027,200,pre-sunset,1,LWIR,0.658,No,LWIR
1028,250,pre-sunset,1,LWIR,0.299,No,LWIR
1029,300,pre-sunset,1,LWIR,0.467,No,LWIR
1030,350,pre-sunset,1,LWIR,0.36,No,LWIR
1031,400,pre-sunset,1,LWIR,0.17,No,LWIR
1032,50,post-sunset,1,LWIR,0.168,No,LWIR
1033,100,post-sunset,1,LWIR,1.0,No,LWIR
1034,150,post-sunset,1,LWIR,0.671,No,LWIR
1035,200,post-sunset,1,LWIR,0.695,No,LWIR
1036,250,post-sunset,1,LWIR,0.445,No,LWIR
1037,300,post-sunset,1,LWIR,0.491,No,LWIR
1038,350,post-sunset,1,LWIR,0.418,No,LWIR
1039,400,post-sunset,1,LWIR,0.364,No,LWIR
1040,50,pre-sunrise,2,LWIR,0.0,No,LWIR
1041,100,pre-sunrise,2,LWIR,0.605,No,LWIR
1042,150,pre-sunrise,2,LWIR,0.998,No,LWIR
1043,200,pre-sunrise,2,LWIR,0.434,No,LWIR
1044,250,pre-sunrise,2,LWIR,0.0,No,LWIR
1045,300,pre-sunrise,2,LWIR,0.0,No,LWIR
1046,350,pre-sunrise,2,LWIR,0.055,No,LWIR
1047,400,pre-sunrise,2,LWIR,0.0,No,LWIR
1048,50,post-sunrise,2,LWIR,0.0,No,LWIR
1049,100,post-sunrise,2,LWIR,0.057,No,LWIR
1050,150,post-sunrise,2,LWIR,0.338,No,LWIR
1051,200,post-sunrise,2,LWIR,0.576,No,LWIR
1052,250,post-sunrise,2,LWIR,0.338,No,LWIR
1053,300,post-sunrise,2,LWIR,0.0,No,LWIR
1054,350,post-sunrise,2,LWIR,0.0,No,LWIR
1055,400,post-sunrise,2,LWIR,0.0,No,LWIR
1056,50,noon,2,LWIR,0.444,No,LWIR
1057,100,noon,2,LWIR,0.67,No,LWIR
1058,150,noon,2,LWIR,0.728,No,LWIR
1059,200,noon,2,LWIR,0.809,No,LWIR
1060,250,noon,2,LWIR,0.381,No,LWIR
1061,300,noon,2,LWIR,0.275,No,LWIR
1062,350,noon,2,LWIR,0.259,No,LWIR
1063,400,noon,2,LWIR,0.154,No,LWIR
1064,50,pre-sunset,2,LWIR,0.871,No,LWIR
1065,100,pre-sunset,2,LWIR,0.755,No,LWIR
1066,150,pre-sunset,2,LWIR,0.791,No,LWIR
1067,200,pre-sunset,2,LWIR,0.719,No,LWIR
1068,250,pre-sunset,2,LWIR,0.299,No,LWIR
1069,300,pre-sunset,2,LWIR,0.265,No,LWIR
1070,350,pre-sunset,2,LWIR,0.325,No,LWIR
1071,400,pre-sunset,2,LWIR,0.191,No,LWIR
1072,50,post-sunset,2,LWIR,0.636,No,LWIR
1073,100,post-sunset,2,LWIR,1.0,No,LWIR
1074,150,post-sunset,2,LWIR,0.982,No,LWIR
1075,200,post-sunset,2,LWIR,0.695,No,LWIR
1076,250,post-sunset,2,LWIR,0.307,No,LWIR
1077,300,post-sunset,2,LWIR,0.272,No,LWIR
1078,350,post-sunset,2,LWIR,0.276,No,LWIR
1079,400,post-sunset,2,LWIR,0.41,No,LWIR
1080,50,pre-sunrise,3,LWIR,0.672,No,LWIR
1081,100,pre-sunrise,3,LWIR,0.752,No,LWIR
1082,150,pre-sunrise,3,LWIR,0.338,No,LWIR
1083,200,pre-sunrise,3,LWIR,0.431,No,LWIR
1084,250,pre-sunrise,3,LWIR,0.0,No,LWIR
1085,300,pre-sunrise,3,LWIR,0.0,No,LWIR
1086,350,pre-sunrise,3,LWIR,0.039,No,LWIR
1087,400,pre-sunrise,3,LWIR,0.0,No,LWIR
1088,50,post-sunrise,3,LWIR,0.0,No,LWIR
1089,100,post-sunrise,3,LWIR,0.057,No,LWIR
1090,150,post-sunrise,3,LWIR,0.0,No,LWIR
1091,200,post-sunrise,3,LWIR,0.576,No,LWIR
1092,250,post-sunrise,3,LWIR,0.0,No,LWIR
1093,300,post-sunrise,3,LWIR,0.0,No,LWIR
1094,350,post-sunrise,3,LWIR,0.0,No,LWIR
1095,400,post-sunrise,3,LWIR,0.0,No,LWIR
1096,50,noon,3,LWIR,0.422,No,LWIR
1097,100,noon,3,LWIR,0.276,No,LWIR
1098,150,noon,3,LWIR,0.288,No,LWIR
1099,200,noon,3,LWIR,0.769,No,LWIR
1100,250,noon,3,LWIR,0.34,No,LWIR
1101,300,noon,3,LWIR,0.275,No,LWIR
1102,350,noon,3,LWIR,0.049,No,LWIR
1103,400,noon,3,LWIR,0.474,No,LWIR
1104,50,pre-sunset,3,LWIR,0.871,No,LWIR
1105,100,pre-sunset,3,LWIR,0.815,No,LWIR
1106,150,pre-sunset,3,LWIR,0.746,No,LWIR
1107,200,pre-sunset,3,LWIR,0.814,No,LWIR
1108,250,pre-sunset,3,LWIR,0.299,No,LWIR
1109,300,pre-sunset,3,LWIR,0.283,No,LWIR
1110,350,pre-sunset,3,LWIR,0.32,No,LWIR
1111,400,pre-sunset,3,LWIR,0.204,No,LWIR
1112,50,post-sunset,3,LWIR,0.752,No,LWIR
1113,100,post-sunset,3,LWIR,0.862,No,LWIR
1114,150,post-sunset,3,LWIR,0.805,No,LWIR
1115,200,post-sunset,3,LWIR,0.417,No,LWIR
1116,250,post-sunset,3,LWIR,0.955,No,LWIR
1117,300,post-sunset,3,LWIR,0.272,No,LWIR
1118,350,post-sunset,3,LWIR,0.231,No,LWIR
1119,400,post-sunset,3,LWIR,0.231,No,LWIR
1120,50,pre-sunrise,4,LWIR,0.0,No,LWIR
1121,100,pre-sunrise,4,LWIR,0.0,No,LWIR
1122,150,pre-sunrise,4,LWIR,0.338,No,LWIR
1123,200,pre-sunrise,4,LWIR,0.431,No,LWIR
1124,250,pre-sunrise,4,LWIR,0.0,No,LWIR
1125,300,pre-sunrise,4,LWIR,0.0,No,LWIR
1126,350,pre-sunrise,4,LWIR,0.0,No,LWIR
1127,400,pre-sunrise,4,LWIR,0.0,No,LWIR
1128,50,post-sunrise,4,LWIR,0.0,No,LWIR
1129,100,post-sunrise,4,LWIR,0.338,No,LWIR
1130,150,post-sunrise,4,LWIR,0.338,No,LWIR
1131,200,post-sunrise,4,LWIR,0.0,No,LWIR
1132,250,post-sunrise,4,LWIR,0.252,No,LWIR
1133,300,post-sunrise,4,LWIR,0.146,No,LWIR
1134,350,post-sunrise,4,LWIR,0.205,No,LWIR
1135,400,post-sunrise,4,LWIR,0.0,No,LWIR
1136,50,noon,4,LWIR,0.422,No,LWIR
1137,100,noon,4,LWIR,0.469,No,LWIR
1138,150,noon,4,LWIR,0.449,No,LWIR
1139,200,noon,4,LWIR,0.388,No,LWIR
1140,250,noon,4,LWIR,0.299,No,LWIR
1141,300,noon,4,LWIR,0.214,No,LWIR
1142,350,noon,4,LWIR,0.221,No,LWIR
1143,400,noon,4,LWIR,0.474,No,LWIR
1144,50,pre-sunset,4,LWIR,0.903,No,LWIR
1145,100,pre-sunset,4,LWIR,0.833,No,LWIR
1146,150,pre-sunset,4,LWIR,0.798,No,LWIR
1147,200,pre-sunset,4,LWIR,0.731,No,LWIR
1148,250,pre-sunset,4,LWIR,0.548,No,LWIR
1149,300,pre-sunset,4,LWIR,0.396,No,LWIR
1150,350,pre-sunset,4,LWIR,0.277,No,LWIR
1151,400,pre-sunset,4,LWIR,0.229,No,LWIR
1152,50,post-sunset,4,LWIR,0.752,No,LWIR
1153,100,post-sunset,4,LWIR,0.838,No,LWIR
1154,150,post-sunset,4,LWIR,0.632,No,LWIR
1155,200,post-sunset,4,LWIR,0.417,No,LWIR
1156,250,post-sunset,4,LWIR,0.775,No,LWIR
1157,300,post-sunset,4,LWIR,0.252,No,LWIR
1158,350,post-sunset,4,LWIR,0.739,No,LWIR
1159,400,post-sunset,4,LWIR,0.338,No,LWIR
1160,50,pre-sunrise,5,LWIR,0.0,No,LWIR
1161,100,pre-sunrise,5,LWIR,0.505,No,LWIR
1162,150,pre-sunrise,5,LWIR,0.058,No,LWIR
1163,200,pre-sunrise,5,LWIR,0.0,No,LWIR
1164,250,pre-sunrise,5,LWIR,0.0,No,LWIR
1165,300,pre-sunrise,5,LWIR,0.0,No,LWIR
1166,350,pre-sunrise,5,LWIR,0.057,No,LWIR
1167,400,pre-sunrise,5,LWIR,0.0,No,LWIR
1168,50,post-sunrise,5,LWIR,0.0,No,LWIR
1169,100,post-sunrise,5,LWIR,0.338,No,LWIR
1170,150,post-sunrise,5,LWIR,0.0,No,LWIR
1171,200,post-sunrise,5,LWIR,0.252,No,LWIR
1172,250,post-sunrise,5,LWIR,0.0,No,LWIR
1173,300,post-sunrise,5,LWIR,0.291,No,LWIR
1174,350,post-sunrise,5,LWIR,0.0,No,LWIR
1175,400,post-sunrise,5,LWIR,0.0,No,LWIR
1176,50,noon,5,LWIR,0.672,No,LWIR
1177,100,noon,5,LWIR,0.838,No,LWIR
1178,150,noon,5,LWIR,0.628,No,LWIR
1179,200,noon,5,LWIR,0.409,No,LWIR
1180,250,noon,5,LWIR,0.299,No,LWIR
1181,300,noon,5,LWIR,0.386,No,LWIR
1182,350,noon,5,LWIR,0.282,No,LWIR
1183,400,noon,5,LWIR,0.022,No,LWIR
1184,50,pre-sunset,5,LWIR,0.804,No,LWIR
1185,100,pre-sunset,5,LWIR,0.833,No,LWIR
1186,150,pre-sunset,5,LWIR,0.805,No,LWIR
1187,200,pre-sunset,5,LWIR,0.778,No,LWIR
1188,250,pre-sunset,5,LWIR,0.645,No,LWIR
1189,300,pre-sunset,5,LWIR,0.49,No,LWIR
1190,350,pre-sunset,5,LWIR,0.439,No,LWIR
1191,400,pre-sunset,5,LWIR,0.291,No,LWIR
1192,50,post-sunset,5,LWIR,1.0,No,LWIR
1193,100,post-sunset,5,LWIR,0.947,No,LWIR
1194,150,post-sunset,5,LWIR,0.491,No,LWIR
1195,200,post-sunset,5,LWIR,0.343,No,LWIR
1196,250,post-sunset,5,LWIR,0.523,No,LWIR
1197,300,post-sunset,5,LWIR,0.252,No,LWIR
1198,350,post-sunset,5,LWIR,0.538,No,LWIR
1199,400,post-sunset,5,LWIR,0.181,No,LWIR
