iteration,constellation,number_of_satellites,number_of_ground_stations,subscribers_low,subscribers_baseline,subscribers_high,satellite_manufacturing,satellite_launch_cost,ground_station_cost,regulation_fees,fiber_infrastructure_cost,ground_station_energy,subscriber_acquisition,staff_costs,maintenance_costs,capex_costs,opex_costs,discount_rate,assessment_period_year
49,GEO,19,12,1500000,2500000,3500000,756653606,1743110388,5922480,12438160,713808,8112,3259090,411042000,414335,2506400282,4162890642.731162,7,15
50,GEO,19,12,1500000,2500000,3500000,905521019,2161840501,6731856,10596446,508980,7248,3218417,424826000,488056,3074602356,4279587456.7590957,7,15
51,GEO,19,12,1500000,2500000,3500000,894889284,1937611583,5586852,12241376,444780,9096,3399479,386356000,400681,2838532499,3921640949.2955136,7,15
52,GEO,19,12,1500000,2500000,3500000,600303252,1984211838,5955384,11725014,488640,8832,3245549,381020000,448417,2590959114,3863569459.7543545,7,15
53,GEO,19,12,1500000,2500000,3500000,429663606,1625111401,5454444,12400724,465504,7308,3214260,497922000,350430,2060694955,5008144561.151354,7,15
54,GEO,19,12,1500000,2500000,3500000,516375464,2196222046,5660196,11353104,429036,9276,3234009,397878000,426710,2718686742,4023914441.468551,7,15
55,GEO,19,12,1500000,2500000,3500000,849887632,2159041896,6868740,11878580,405264,7452,3336897,320110000,440930,3016203532,3272273393.2411375,7,15
56,GEO,19,12,1500000,2500000,3500000,559222193,1659183018,6892236,11435032,543840,8412,3395245,380434000,379716,2225841287,3855817846.300439,7,15
57,GEO,19,12,1500000,2500000,3500000,465920698,1572536425,7065348,11593008,461724,9288,3205794,246290000,475003,2045984195,2549152203.6910253,7,15
58,GEO,19,12,1500000,2500000,3500000,437175864,1548162123,5456688,11616430,588720,8580,3268252,332056000,501962,1991383395,3386074780.003248,7,15
59,GEO,19,12,1500000,2500000,3500000,733575028,1652549415,7121928,11267746,459000,9408,3203645,246180000,478237,2393705371,2544922115.093658,7,15
60,GEO,19,12,1500000,2500000,3500000,409887437,2084729856,6172872,12193160,603828,8040,3234448,413520000,418892,2501393993,4184455833.3445272,7,15
61,GEO,19,12,1500000,2500000,3500000,517713330,1674178217,6084228,11153968,413652,7464,3363260,457766000,480874,2198389427,4607380160.891996,7,15
62,GEO,19,12,1500000,2500000,3500000,669177587,1661135895,6576012,10771376,650652,7932,3262835,446950000,369016,2337540146,4496180404.77235,7,15
63,GEO,19,12,1500000,2500000,3500000,594660784,2184335665,7152468,10699934,737028,8664,3326688,304700000,386894,2786885945,3109994988.642368,7,15
64,GEO,19,12,1500000,2500000,3500000,855949278,1670010757,6667380,11082330,675384,8352,3275600,303182000,448100,2533302799,3099023560.275266,7,15
65,GEO,19,12,1500000,2500000,3500000,397010434,2167252176,6626028,12436298,713412,7752,3229782,299512000,416626,2571602050,3075693650.5736256,7,15
66,GEO,19,12,1500000,2500000,3500000,851113208,1561589271,6575148,12153274,564528,7752,3336022,396694000,365353,2419842155,4020555198.1448965,7,15
67,GEO,19,12,1500000,2500000,3500000,434583314,1605176088,6404820,10611930,508812,8784,3322475,378766000,355682,2046673034,3830601116.542131,7,15
68,GEO,19,12,1500000,2500000,3500000,496188971,1816197631,6244272,11521762,667020,7884,3238327,205474000,473241,2319297894,2150973051.94245,7,15
69,GEO,19,12,1500000,2500000,3500000,892216421,2230409791,5558736,12288514,445536,7536,3212273,280358000,353133,3128630484,2886797225.120387,7,15
70,GEO,19,12,1500000,2500000,3500000,416808928,1758093427,6734112,11215512,429204,9480,3336291,434832000,485988,2182065671,4384284032.855635,7,15
71,GEO,19,12,1500000,2500000,3500000,679283421,2406227488,6940404,10607324,620172,7320,3216925,228466000,408436,3093071485,2365283601.608041,7,15
72,GEO,19,12,1500000,2500000,3500000,709651938,2430090234,6940452,11640930,560988,9432,3313175,327612000,362275,3147243612,3342089467.8520265,7,15
73,GEO,19,12,1500000,2500000,3500000,513874171,1997158989,6628104,11037936,498552,8904,3224878,263328000,538266,2518159816,2710584818.614273,7,15
74,GEO,19,12,1500000,2500000,3500000,750398635,1885958202,6830760,10682392,666936,9216,3387665,381528000,508530,2643854533,3860333876.673968,7,15
75,GEO,19,12,1500000,2500000,3500000,751400087,2387639959,6345648,12474126,611124,8508,3362130,203920000,529048,3145996818,2146866292.242438,7,15
76,GEO,19,12,1500000,2500000,3500000,734579558,1902189028,6086556,12396020,654912,8676,3311279,419826000,387307,2643510054,4248334861.6585217,7,15
77,GEO,19,12,1500000,2500000,3500000,787992149,2009479425,5700816,11030978,598260,8748,3368449,218816000,509694,2803770650,2277845937.458787,7,15
78,GEO,19,12,1500000,2500000,3500000,494898643,2407878778,6190092,10820866,744552,8376,3370875,318088000,410606,2909712065,3242304753.8021817,7,15
79,GEO,19,12,1500000,2500000,3500000,825598108,1744727497,6544704,12164936,427896,7272,3316286,216036000,424910,2577298205,2260455490.930101,7,15
80,GEO,19,12,1500000,2500000,3500000,752670731,2058372809,6455604,12113192,474948,8844,3282248,308468000,426352,2817974092,3160441974.8685455,7,15
81,GEO,19,12,1500000,2500000,3500000,381835894,1730061264,6065496,11252262,480240,7824,3239329,488836000,433296,2118442894,4909461845.130368,7,15
82,GEO,19,12,1500000,2500000,3500000,843688844,1885033225,6699948,11042640,413472,8772,3229033,450188000,413962,2735835489,4530496614.42524,7,15
83,GEO,19,12,1500000,2500000,3500000,940134991,1812712822,6841776,11539892,485340,9576,3215085,320586000,526628,2760174929,3273280314.484333,7,15
84,GEO,19,12,1500000,2500000,3500000,449809781,1521863577,6641352,11961880,458832,8772,3285135,472560000,383245,1978773542,4757728036.891874,7,15
85,GEO,19,12,1500000,2500000,3500000,895839797,1538618898,6489492,11013240,385044,9516,3386922,231034000,547267,2441333231,2397296879.2122207,7,15
86,GEO,19,12,1500000,2500000,3500000,918949896,1985155017,6716328,12197962,394632,9468,3368447,357626000,384024,2911215873,3640769438.017263,7,15
87,GEO,19,12,1500000,2500000,3500000,804378604,2441755113,5837736,10980900,538800,7488,3331388,257206000,388483,3252510253,2649931705.8764234,7,15
88,GEO,19,12,1500000,2500000,3500000,944425286,1790428653,6083472,11203360,459792,8964,3293145,278306000,533361,2741397203,2858782649.467196,7,15
89,GEO,19,12,1500000,2500000,3500000,756692689,2354449619,6283728,11741968,640368,9456,3318683,326732000,362250,3118066404,3334551786.9113274,7,15
90,GEO,19,12,1500000,2500000,3500000,939199488,1584349618,7156812,11720114,533016,9372,3346095,347334000,404182,2531238934,3535789912.0032325,7,15
91,GEO,19,12,1500000,2500000,3500000,755006572,1726720114,6763788,12096140,585540,9444,3205472,228114000,527131,2489076014,2377428228.3931055,7,15
92,GEO,19,12,1500000,2500000,3500000,454721167,1841489253,6349344,11401320,693696,8112,3244258,274454000,413466,2303253460,2821519156.913335,7,15
93,GEO,19,12,1500000,2500000,3500000,637328172,2435549409,6685116,11100754,597864,7992,3316790,496536000,463475,3080160561,4984076071.667498,7,15
94,GEO,19,12,1500000,2500000,3500000,816408169,1880398213,6275820,12042632,641700,8592,3342904,318160000,539639,2703723902,3255900110.442499,7,15
95,GEO,19,12,1500000,2500000,3500000,637689780,1696610700,5681724,10841838,378480,8220,3364659,353194000,524784,2340360684,3585684154.776211,7,15
96,GEO,19,12,1500000,2500000,3500000,622611057,1541400289,5565204,11104772,725424,9180,3252275,432786000,417819,2170301974,4361779554.546896,7,15
97,GEO,19,12,1500000,2500000,3500000,546913423,1944606490,6889728,11495988,441300,9048,3219408,396172000,529519,2498850941,4009538550.806341,7,15
98,GEO,19,12,1500000,2500000,3500000,911306785,2222613388,5706780,11120648,703452,8304,3206949,384998000,378944,3140330405,3895388734.3273463,7,15
99,GEO,19,12,1500000,2500000,3500000,806476318,1525652956,6035304,10634176,485064,8436,3270930,287856000,494982,2338649642,2945709241.7843566,7,15
